20160501 223500;0.784640;0.784690;0.784640;0.784670;0
20160501 223600;0.784660;0.784690;0.784660;0.784680;0
20160501 223700;0.784690;0.784690;0.784650;0.784660;0
20160501 223800;0.784670;0.784680;0.784660;0.784670;0
20160501 223900;0.784680;0.784690;0.784640;0.784650;0
20160501 224000;0.784640;0.784660;0.784600;0.784660;0
20160501 224100;0.784660;0.784720;0.784660;0.784720;0
20160501 224200;0.784710;0.784740;0.784710;0.784730;0
20160501 224300;0.784730;0.784740;0.784630;0.784630;0
20160501 224400;0.784630;0.784670;0.784620;0.784620;0
20160501 224500;0.784630;0.784680;0.784620;0.784630;0
20160501 224600;0.784640;0.784660;0.784620;0.784660;0
20160501 224700;0.784670;0.784680;0.784630;0.784660;0
20160501 224800;0.784670;0.784690;0.784660;0.784680;0
20160501 224900;0.784670;0.784680;0.784660;0.784680;0
20160501 225000;0.784670;0.784680;0.784650;0.784650;0
20160501 225100;0.784660;0.784680;0.784640;0.784660;0
20160501 225200;0.784660;0.784670;0.784630;0.784640;0
20160501 225300;0.784630;0.784650;0.784630;0.784630;0
20160501 225400;0.784630;0.784640;0.784630;0.784630;0
20160501 225500;0.784620;0.784620;0.784590;0.784610;0
20160501 225600;0.784610;0.784650;0.784590;0.784650;0
20160501 225700;0.784670;0.784670;0.784640;0.784640;0
20160501 225800;0.784650;0.784780;0.784650;0.784680;0
20160501 225900;0.784690;0.784690;0.784630;0.784640;0
20160501 230000;0.784620;0.784710;0.784610;0.784660;0
20160501 230100;0.784670;0.784670;0.784640;0.784650;0
20160501 230200;0.784640;0.784640;0.784600;0.784630;0
20160501 230300;0.784630;0.784630;0.784600;0.784630;0
20160501 230400;0.784630;0.784630;0.784570;0.784590;0
20160501 230500;0.784590;0.784610;0.784580;0.784600;0
20160501 230600;0.784580;0.784590;0.784520;0.784530;0
20160501 230700;0.784520;0.784530;0.784470;0.784490;0
20160501 230800;0.784500;0.784560;0.784500;0.784520;0
20160501 230900;0.784530;0.784550;0.784500;0.784500;0
20160501 231000;0.784510;0.784510;0.784490;0.784500;0
20160501 231100;0.784510;0.784510;0.784480;0.784490;0
20160501 231200;0.784510;0.784560;0.784510;0.784550;0
20160501 231300;0.784550;0.784560;0.784550;0.784560;0
20160501 231400;0.784550;0.784550;0.784550;0.784550;0
20160501 231500;0.784550;0.784630;0.784550;0.784630;0
20160501 231600;0.784620;0.784620;0.784540;0.784540;0
20160501 231700;0.784540;0.784540;0.784540;0.784540;0
20160501 231800;0.784540;0.784540;0.784520;0.784520;0
20160501 231900;0.784530;0.784610;0.784520;0.784600;0
20160501 232000;0.784610;0.784610;0.784550;0.784600;0
20160501 232100;0.784590;0.784610;0.784540;0.784550;0
20160501 232200;0.784540;0.784590;0.784540;0.784570;0
20160501 232300;0.784580;0.784730;0.784560;0.784630;0
20160501 232400;0.784660;0.784800;0.784660;0.784790;0
20160501 232500;0.784780;0.784880;0.784780;0.784840;0
20160501 232600;0.784850;0.784870;0.784780;0.784870;0
20160501 232700;0.784870;0.784870;0.784800;0.784800;0
20160501 232800;0.784810;0.784860;0.784800;0.784840;0
20160501 232900;0.784830;0.784910;0.784820;0.784910;0
20160501 233000;0.784900;0.784910;0.784860;0.784910;0
20160501 233100;0.784910;0.785030;0.784770;0.785030;0
20160501 233200;0.785030;0.785060;0.785010;0.785020;0
20160501 233300;0.785020;0.785030;0.784920;0.784920;0
20160501 233400;0.784950;0.785040;0.784940;0.785030;0
20160501 233500;0.785030;0.785040;0.785000;0.785010;0
20160501 233600;0.785010;0.785010;0.784990;0.784990;0
20160501 233700;0.785000;0.785020;0.784990;0.785020;0
20160501 233800;0.785010;0.785040;0.785000;0.785000;0
20160501 233900;0.785010;0.785010;0.784940;0.784950;0
20160501 234000;0.784940;0.784970;0.784870;0.784940;0
20160501 234100;0.784950;0.784980;0.784940;0.784980;0
20160501 234200;0.784970;0.784980;0.784950;0.784980;0
20160501 234300;0.784970;0.784980;0.784960;0.784960;0
20160501 234400;0.784970;0.785020;0.784970;0.784980;0
20160501 234500;0.784980;0.784990;0.784960;0.784980;0
20160501 234600;0.784990;0.784990;0.784980;0.784990;0
20160501 234700;0.784980;0.785040;0.784980;0.785020;0
20160501 234800;0.785030;0.785040;0.784990;0.785010;0
20160501 234900;0.785020;0.785020;0.784990;0.784990;0
20160501 235000;0.785000;0.785000;0.784900;0.784950;0
20160501 235100;0.784940;0.784970;0.784930;0.784940;0
20160501 235200;0.784950;0.784950;0.784930;0.784940;0
20160501 235300;0.784940;0.785000;0.784940;0.784990;0
20160501 235400;0.784980;0.784980;0.784930;0.784930;0
20160501 235500;0.784940;0.784950;0.784930;0.784940;0
20160501 235600;0.784930;0.784940;0.784920;0.784940;0
20160501 235700;0.784930;0.784940;0.784900;0.784940;0
20160501 235800;0.784940;0.784940;0.784890;0.784900;0
20160501 235900;0.784890;0.784940;0.784890;0.784940;0
20160502 000000;0.784940;0.784940;0.784900;0.784940;0
20160502 000100;0.784940;0.784950;0.784920;0.784940;0
20160502 000200;0.784940;0.784940;0.784890;0.784900;0
20160502 000300;0.784890;0.784900;0.784890;0.784890;0
20160502 000400;0.784890;0.784890;0.784860;0.784870;0
20160502 000500;0.784870;0.784870;0.784830;0.784860;0
20160502 000600;0.784850;0.784890;0.784790;0.784790;0
20160502 000700;0.784790;0.784800;0.784660;0.784720;0
20160502 000800;0.784730;0.784760;0.784730;0.784740;0
20160502 000900;0.784730;0.784740;0.784590;0.784620;0
20160502 001000;0.784610;0.784620;0.784600;0.784620;0
20160502 001100;0.784630;0.784650;0.784610;0.784640;0
20160502 001200;0.784650;0.784680;0.784640;0.784680;0
20160502 001300;0.784680;0.784680;0.784640;0.784640;0
20160502 001400;0.784630;0.784650;0.784630;0.784650;0
20160502 001500;0.784670;0.784690;0.784670;0.784690;0
20160502 001600;0.784690;0.784740;0.784680;0.784740;0
20160502 001700;0.784750;0.784750;0.784690;0.784700;0
20160502 001800;0.784690;0.784750;0.784690;0.784740;0
20160502 001900;0.784740;0.784790;0.784740;0.784740;0
20160502 002000;0.784750;0.784760;0.784740;0.784760;0
20160502 002100;0.784770;0.784770;0.784730;0.784730;0
20160502 002200;0.784730;0.784740;0.784720;0.784740;0
20160502 002300;0.784740;0.784740;0.784730;0.784730;0
20160502 002400;0.784740;0.784740;0.784740;0.784740;0
20160502 002500;0.784720;0.784890;0.784700;0.784890;0
20160502 002600;0.784890;0.784970;0.784780;0.784780;0
20160502 002700;0.784780;0.784780;0.784750;0.784780;0
20160502 002800;0.784770;0.784790;0.784740;0.784780;0
20160502 002900;0.784770;0.784790;0.784740;0.784740;0
20160502 003000;0.784730;0.784730;0.784700;0.784700;0
20160502 003100;0.784690;0.784750;0.784690;0.784740;0
20160502 003200;0.784730;0.784780;0.784710;0.784780;0
20160502 003300;0.784770;0.784790;0.784770;0.784790;0
20160502 003400;0.784790;0.784790;0.784770;0.784770;0
20160502 003500;0.784770;0.784770;0.784740;0.784760;0
20160502 003600;0.784790;0.784840;0.784790;0.784840;0
20160502 003700;0.784890;0.784890;0.784880;0.784890;0
20160502 003800;0.784890;0.784900;0.784890;0.784900;0
20160502 003900;0.784930;0.785040;0.784900;0.785040;0
20160502 004000;0.785040;0.785040;0.785040;0.785040;0
20160502 004100;0.785050;0.785080;0.785040;0.785040;0
20160502 004200;0.785040;0.785050;0.784990;0.784990;0
20160502 004300;0.784990;0.785020;0.784970;0.784980;0
20160502 004400;0.784970;0.784980;0.784930;0.784940;0
20160502 004500;0.784930;0.784940;0.784900;0.784900;0
20160502 004600;0.784910;0.784940;0.784910;0.784940;0
20160502 004700;0.784950;0.784950;0.784810;0.784830;0
20160502 004800;0.784840;0.784840;0.784810;0.784810;0
20160502 004900;0.784820;0.784850;0.784820;0.784850;0
20160502 005000;0.784860;0.784860;0.784840;0.784850;0
20160502 005100;0.784850;0.784870;0.784840;0.784850;0
20160502 005200;0.784850;0.784870;0.784780;0.784790;0
20160502 005300;0.784790;0.784830;0.784790;0.784830;0
20160502 005400;0.784830;0.784860;0.784830;0.784840;0
20160502 005500;0.784840;0.784920;0.784840;0.784920;0
20160502 005600;0.784910;0.784950;0.784910;0.784940;0
20160502 005700;0.784950;0.784990;0.784940;0.784990;0
20160502 005800;0.784990;0.784990;0.784990;0.784990;0
20160502 005900;0.784980;0.784990;0.784940;0.784940;0
20160502 010000;0.784950;0.784990;0.784940;0.784990;0
20160502 010100;0.784990;0.785040;0.784970;0.784980;0
